rank,Status_name,Youtuber,subscribers,video_views,category,uploads,Country,Abbreviation,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_month,created_day,Created_month_number,Created_date
683,ok,PlayStation,15000000,4741434420,Gaming,20292,United States,US,1469,151,48,41789000,10400,167200,125400,2000000,100000,2005,Dec,16,12,12/16/2005
684,ok,Kwebbelkop,15000000,6889304306,Gaming,5198,United States,US,857,151,37,29724000,7400,118900,89200,1400000,100000,2008,Apr,2,4,4/2/2008
685,ok,Republic Bharat,15000000,7536093065,News & Politics,206,India,IN,1145576,2573,1992,998,0.25,4,3,48,,2018,Aug,16,8,8/16/2018
686,ok,THE BROWN SIBLINGS,15000000,8658553456,Entertainment,965,India,IN,577,103,145,102357000,25600,409400,307100,4900000,200000,2016,Oct,9,10,10/9/2016
687,ok,Sony Music South,15000000,9978734160,Music,2726,India,IN,439,103,127,242185000,60500,968700,726600,11600000,300000,2014,Aug,6,8,8/6/2014
688,ok,BigSchool,15000000,9996133066,Gaming,68,,,4056600,,5289,,0,0,0,0,,2020,Dec,2,12,12/2/2020
689,ok,Ray William Johnson,15000000,10239836582,Entertainment,1803,United States,US,423,151,29,312858000,78200,1300000,938600,15000000,200000,2008,May,26,5,5/26/2008
690,ok,KOMPASTV,15000000,11827310821,News & Politics,269050,Indonesia,ID,331,25,17,113064000,28300,452300,339200,5400000,100000,2013,Aug,23,8,8/23/2013
691,corrupted,ISSEI / ����,15000000,13562853889,Comedy,1788,Japan,JP,277,5,29,282372000,70600,1100000,847100,13600000,900000,2014,Jul,23,7,7/23/2014
692,corrupted,Z�������,15000000,11506702632,Music,340,Brazil,BR,347,36,128,182871000,45700,731500,548600,8800000,,2012,Apr,3,4,4/3/2012
693,ok,A2 Motivation by Arvind Arora,15000000,8932038210,Entertainment,3168,India,IN,544,104,146,130731000,32700,522900,392200,6300000,200000,2017,Apr,7,4,4/7/2017
694,ok,50 Cent,14900000,10069000444,Music,419,United States,US,435,152,129,119812000,30000,479200,359400,5800000,100000,2007,Feb,8,2,2/8/2007
695,ok,MNCTV OFFICIAL,14900000,8074260978,Entertainment,66362,Indonesia,ID,639,26,146,43581000,10900,174300,130700,2100000,100000,2012,Nov,29,11,11/29/2012
696,ok,ERB,14900000,4033400167,Entertainment,86,United States,US,1886,152,147,11043000,2800,44200,33100,530100,,2006,Feb,8,2,2/8/2006
697,ok,melanie martinez,14900000,4395184343,Music,127,United States,US,1656,152,129,56358000,14100,225400,169100,2700000,100000,2007,Nov,3,11,11/3/2007
698,corrupted,iTownGamePlay *Terror&Diversi��,14900000,4977284539,Entertainment,8420,Spain,ES,1377,13,49,13857000,3500,55400,41600,665200,100000,2012,Feb,15,2,2/15/2012
699,corrupted,������������8 : Thai Ch8,14900000,5549770244,Entertainment,27944,Thailand,TH,1181,12,147,49556000,12400,198200,148700,2400000,100000,2011,Oct,17,10,10/17/2011
700,ok,ZutiGang,14900000,15913320995,People & Blogs,1363,,,192,,45,346653000,86700,1400000,1000000,16600000,400000,2021,Mar,5,3,3/5/2021
701,corrupted,������,14900000,439098,People & Blogs,1,Russia,RU,3609784,10,19,7697,2,31,23,369,,2008,Aug,11,8,8/11/2008
702,ok,TazerCraft,14900000,5956193599,Gaming,4175,Brazil,BR,1066,37,49,39775000,9900,159100,119300,1900000,100000,2011,Jul,13,7,7/13/2011
703,ok,Bayashi TV,14900000,8615618825,Entertainment,93,Japan,JP,3468229,3508,3271,2477,0.62,10,7,119,9,2012,Nov,19,11,11/19/2012
704,ok,Fueled By Ramen,14800000,13356517783,Music,1210,United States,US,276,153,148,61205000,15300,244800,183600,2900000,,2006,Jun,9,6,6/9/2006
705,ok,CrashCourse,14800000,1833519700,Education,1481,United States,US,5533,153,35,7177000,1800,28700,21500,344500,,2006,May,20,5,5/20/2006
706,ok,MattyBRaps,14800000,3587576784,Music,195,United States,US,2226,153,130,22980000,5700,91900,68900,1100000,,2010,May,31,5,5/31/2010
707,ok,Lachlan,14800000,5269059435,Gaming,3834,Australia,AU,1253,7,50,21072000,5300,84300,63200,1000000,,2013,Mar,19,3,3/19/2013
708,corrupted,�������� ��������,14800000,7018015062,Howto & Style,2387,Ukraine,UA,828,3,25,47117000,11800,188500,141400,2300000,,2015,Oct,12,10,10/12/2015
709,ok,Meghan Trainor,14800000,8649303688,People & Blogs,233,United States,US,580,153,130,51645000,12900,206600,154900,2500000,,2008,Jun,4,6,6/4/2008
710,ok,Jorge & Mateus Oficial,14800000,9076642765,Music,318,Brazil,BR,529,38,130,88120000,22000,352500,264400,4200000,,2008,Jul,29,7,7/29/2008
711,ok,Major Lazer Official,14800000,9383431376,Music,0,,,4057944,,,,0,0,0,0,,2013,Jun,14,6,6/14/2013
712,ok,Beast Philanthropy,14800000,272678287,People & Blogs,34,Germany,DE,3968552,2600,4443,37883,9,152,114,1800,3580,2015,Jan,31,1,1/31/2015
713,ok,Filaretiki,14800000,15788208522,,2222,United States,US,195,152,46,1203000000,300800,4800000,3600000,57800000,1700000,2021,Mar,24,3,3/24/2021
714,ok,5-Minute Crafts Recycle,14800000,8866012877,People & Blogs,3867,United States,US,554,153,25,53181000,13300,212700,159500,2600000,,2019,Jun,7,6,6/7/2019
715,corrupted,���������� ������������,14700000,2230986039,Entertainment,1385,Saudi Arabia,SA,4276,5,149,2694000,673,10800,8100,129300,,2016,May,27,5,5/27/2016
716,ok,Maha Fun Tv,14700000,1321380490,Entertainment,85,United States,US,8317,154,149,4781000,1200,19100,14300,229500,,2017,Sep,5,9,9/5/2017
717,ok,Canal Nostalgia,14700000,1506796393,Entertainment,554,Spain,ES,325721,1549,2275,226420,57,906,679,10900,600,2010,Feb,19,2,2/19/2010
718,ok,The Slow Mo Guys,14700000,2465473772,Entertainment,317,United States,US,3746,154,36,18978000,4700,75900,56900,911000,,2010,Aug,15,8,8/15/2010
719,ok,StudyIQ IAS,14700000,4029253667,Education,43564,India,IN,1879,106,36,74483000,18600,297900,223400,3600000,200000,2015,Jun,22,6,6/22/2015
720,ok,Chad Wild Clay,14700000,6751985988,Comedy,698,United States,US,885,154,149,36338000,9100,145400,109000,1700000,100000,2006,Mar,26,3,3/26/2006
721,ok,CollegeHumor,14700000,7255848125,Comedy,4340,United States,US,798,154,30,55583000,0,0,0,0,,2006,Oct,9,10,10/9/2006
722,ok,Netflix Jr.,14700000,8882319696,Education,1996,United States,US,552,154,36,79402000,19900,317600,238200,3800000,100000,2012,Jan,28,1,1/28/2012
723,ok,Colors Rishtey,14700000,12362331529,Entertainment,23490,India,IN,310,105,148,347603000,86900,1400000,1000000,16700000,400000,2013,Nov,28,11,11/28/2013
724,ok,ABC News,14700000,12961669452,News & Politics,80830,United States,US,289,154,18,185709000,46400,742800,557100,8900000,100000,2006,Aug,7,8,8/7/2006
725,ok,Camila Loures,14700000,4684983333,Music,3978,Brazil,BR,1501,39,149,40975000,10200,163900,122900,2000000,100000,2014,May,27,5,5/27/2014
726,ok,Doc Tops,14600000,2613197447,Entertainment,490,Ecuador,EC,3458,1,150,16409000,4100,65600,49200,787600,100000,2014,Dec,29,12,12/29/2014
727,ok,Auron,14600000,3337074920,People & Blogs,961,Spain,ES,2455,14,51,60568000,15100,242300,181700,2900000,,2013,Dec,12,12,12/12/2013
728,ok,Jesser,14600000,3603556207,Gaming,1244,United States,US,2223,155,150,92594000,23100,370400,277800,4400000,400000,2012,Jul,9,7,7/9/2012
729,corrupted,Planeta das G��,14600000,4622581344,People & Blogs,951,Brazil,BR,1534,40,150,10547000,2600,42200,31600,506300,,2015,Nov,21,11,11/21/2015
730,ok,PrestonPlayz,14600000,5766647017,Gaming,4009,United States,US,621,78,72,151697000,37900,606800,455100,7300000,200000,2012,Jul,4,7,7/4/2012
731,ok,Martin Garrix,14600000,6017932195,Music,365,United States,US,1044,155,131,35528000,8900,142100,106600,1700000,,2011,Jan,15,1,1/15/2011
732,ok,O Reino Infantil,14600000,11182302317,Music,1206,Brazil,BR,369,40,131,109865000,27500,439500,329600,5300000,100000,2014,Aug,19,8,8/19/2014
733,ok,Fifth Harmony,14600000,7952268926,Music,67,United States,US,659,155,131,37632000,9400,150500,112900,1800000,,2013,Feb,21,2,2/21/2013
734,ok,Mis Pastelitos,14600000,2750902766,Howto & Style,603,Mexico,MX,3248,27,131,50677000,12700,202700,152000,2400000,100000,2014,Jun,24,6,6/24/2014
735,ok,Noman Official,14600000,5525773746,Comedy,560,India,IN,1185,106,38,139116000,34800,556500,417300,6700000,500000,2019,Oct,28,10,10/28/2019
736,ok,LEGENDA FUNK,14500000,2440718089,Music,0,Brazil,BR,,,,,0,0,0,0,,,,,#N/A,#N/A
737,ok,Like Nastya Stories,14500000,6944967581,Entertainment,479,United States,US,848,156,151,29941000,7500,119800,89800,1400000,,2019,Sep,9,9,9/9/2019
738,ok,les boys tv2,14500000,4577292740,Entertainment,453,United States,US,1565,156,39,449576,112,1800,1300,21600,,2017,Feb,7,2,2/7/2017
739,ok,Lotus Music,14500000,1739129375,,514,India,IN,5926,107,13,23034000,5800,92100,69100,1100000,100000,2021,Jun,1,6,6/1/2021
740,corrupted,IDEIAS INCR��,14500000,3551889957,Howto & Style,5430,Brazil,BR,2269,41,26,2838000,709,11400,8500,136200,,2017,Oct,30,10,10/30/2017
741,ok,Reaction Time,14500000,4260187928,Entertainment,1717,United States,US,1747,156,151,9910000,2500,39600,29700,475700,,2015,Apr,25,4,4/25/2015
742,ok,BBC News,14500000,4598387043,News & Politics,18972,United Kingdom,GB,1548,26,19,66273000,16600,265100,198800,3200000,100000,2006,Apr,8,4,4/8/2006
743,ok,Eli Kids - Cartoons & Songs,14500000,4821183481,,605,United States,US,1423,156,132,149241000,37300,597000,447700,7200000,400000,2018,Jan,16,1,1/16/2018
744,corrupted,Boram Tube ToysReview [���������,14500000,5014888374,People & Blogs,618,South Korea,KR,1364,14,47,4960000,1200,19800,14900,238100,,2016,May,18,5,5/18/2016
745,ok,Aadishakti Films,14500000,6290721701,Music,4790,India,IN,981,107,132,48447000,12100,193800,145300,2300000,200000,2016,Oct,28,10,10/28/2016
746,ok,Telemundo,14500000,8582696157,Entertainment,19201,United States,US,592,156,151,48285000,12100,193100,144900,2300000,,2007,Jan,3,1,1/3/2007
747,ok,GMM25Thailand,14500000,9383692066,Entertainment,68606,Thailand,TH,502,13,151,45622000,11400,182500,136900,2200000,100000,2011,Jun,8,6,6/8/2011
748,ok,TV9 Bharatvarsh,14500000,10303519926,People & Blogs,293516,India,IN,414,106,18,418474000,104600,1700000,1300000,20100000,700000,2018,Nov,19,11,11/19/2018
749,ok,Maroon5VEVO,14500000,20042571499,Music,147,United States,US,123,156,132,98185000,24500,392700,294600,4700000,,2009,May,12,5,5/12/2009
750,corrupted,Saad Lamjarred | ������,14500000,4315486422,Music,176,Morocco,MA,1710,1,132,37577000,9400,150300,112700,1800000,,2012,Dec,22,12,12/22/2012
751,ok,Hear This Music,14500000,9201428420,Music,39,,,518,4,132,48193000,12000,192800,144600,2300000,100000,2016,Feb,13,2,2/13/2016
752,ok,Lilly Singh,14500000,3517662420,Comedy,1064,Canada,CA,2297,8,31,5329000,1300,21300,16000,255800,,2010,Oct,29,10,10/29/2010
753,corrupted,���������������������,14400000,600154268,Entertainment,364,South Korea,KR,21132,14,151,1370000,342,5500,4100,65700,300000,2017,Mar,8,3,3/8/2017
754,corrupted,Gyan Gaming�,14400000,2224121890,Gaming,3086,India,IN,4292,107,52,13891000,3500,55600,41700,666800,100000,2017,Sep,1,9,9/1/2017
755,ok,Drawblogs,14400000,1629801448,Entertainment,399,Peru,PE,6402,1,152,1002000,251,4000,3000,48100,,2014,May,20,5,5/20/2014
756,ok,NOBRU,14400000,351763324,Gaming,2,,,4057274,,7596,2,0,0.01,0.01,0.1,1,2006,Feb,3,2,2/3/2006
757,corrupted,������������ ������������ I ������ �� ����������,14400000,2972474215,Entertainment,381,Saudi Arabia,SA,2934,6,152,4673000,1200,18700,14000,224300,,2017,Dec,1,12,12/1/2017
758,ok,Cyprien,14400000,3086254545,Comedy,222,France,FR,2767,2,32,11417000,2900,45700,34300,548000,,2007,Feb,25,2,2/25/2007
759,ok,Rclbeauty101,14400000,3900312631,Comedy,463,United States,US,1986,157,152,8636000,2200,34500,25900,414500,,2010,Dec,14,12,12/14/2010
760,ok,Coke Studio,14400000,4035738731,Music,450,United States,US,23796,962,836,3557000,889,14200,10700,170700,10000,2008,Jun,4,6,6/4/2008
761,ok,Indore Physical Academy,14400000,4156427797,People & Blogs,1838,India,IN,1793,107,47,70409000,17600,281600,211200,3400000,200000,2014,Apr,19,4,4/19/2014
762,ok,Rosanna Pansino,14400000,4597228794,Howto & Style,1248,United States,US,1552,157,27,26683000,6700,106700,80000,1300000,,2010,Apr,8,4,4/8/2010
763,ok,Harry Styles,14400000,5689224452,People & Blogs,0,United States,US,4037956,7574,7340,,0,0,0,0,,,,,#N/A,#N/A
764,ok,Vlad and Niki PRT,14400000,6543282459,,516,United States,US,918,157,152,40089000,10000,160400,120300,1900000,,2018,Nov,3,11,11/3/2018
765,ok,RS 1313 SHORTS,14400000,8011977288,Entertainment,5628,India,IN,647,108,152,212639000,53200,850600,637900,10200000,200000,2020,Oct,24,10,10/24/2020
766,ok,Zig & Sharko,14400000,9023952946,Film & Animation,978,,,534,,39,62689000,15700,250800,188100,3000000,100000,2015,May,6,5,5/6/2015
767,ok,SelenaGomezVEVO,14400000,11423792969,Music,186,United States,US,354,157,133,88657000,22200,354600,266000,4300000,,2009,Nov,24,11,11/24/2009
768,ok,ZEE5,14400000,18515587421,Entertainment,101401,India,IN,142,108,152,149799000,37400,599200,449400,7200000,100000,2018,Feb,13,2,2/13/2018
769,ok,Super Polina,14300000,4776507159,People & Blogs,576,United States,US,1452,158,153,413774,103,1700,1200,19900,100000,2014,Jul,8,7,7/8/2014
770,ok,Rebecca Zamolo,14300000,6388439235,Comedy,1,United States,US,4054606,6342,5464,,0,0,0,0,,2011,Aug,4,8,8/4/2011
771,ok,Wish 107.5,14200000,6048517979,Music,1823,Philippines,PH,1036,8,134,62658000,15700,250600,188000,3000000,,2014,Jul,13,7,7/13/2014
772,ok,Invento na Hora,14200000,4040297006,Film & Animation,1281,Brazil,BR,1877,43,154,19029000,4800,76100,57100,913400,,2014,Oct,18,10,10/18/2014
773,ok,SIS vs BRO,14200000,6973932553,Entertainment,60,Ukraine,UA,3739171,2460,4686,105,0.03,0.42,0.32,5,10,2016,Aug,3,8,8/3/2016
774,ok,NikkieTutorials,14200000,1778318927,Howto & Style,876,Netherlands,NL,5764,2,154,35934000,9000,143700,107800,1700000,,2008,Jun,23,6,6/23/2008
775,ok,TommyInnit,14200000,2084791147,Gaming,342,United Kingdom,GB,4696,27,55,54291000,13600,217200,162900,2600000,200000,2015,Dec,24,12,12/24/2015
776,ok,E-MasterSensei,14200000,3920559552,Gaming,1300,Mexico,MX,1971,28,54,44575000,11100,178300,133700,2100000,200000,2016,Jan,13,1,1/13/2016
777,ok,infobells - Kannada,14200000,6554000320,Education,433,India,IN,912,110,37,141688000,35400,566800,425100,6800000,300000,2014,Mar,13,3,3/13/2014
778,ok,Crazy Frog,14200000,7946322061,Music,0,,,4057944,,7453,,0,0,0,0,,2005,Oct,2,10,10/2/2005
779,ok,The Dodo,14200000,9964116817,Pets & Animals,8,,,4050736,,,7208,2,29,22,346,5,2006,Jun,14,6,6/14/2006
780,ok,SEVENGERS,14200000,10238593147,Comedy,872,India,IN,422,110,33,367898000,92000,1500000,1100000,17700000,400000,2018,Jun,4,6,6/4/2018
781,ok,Zee Bangla,14200000,11428794827,Entertainment,132398,India,IN,352,109,153,59927000,15000,239700,179800,2900000,200000,2008,Feb,26,2,2/26/2008
782,ok,DangMattSmith,14200000,3317805543,Entertainment,1724,United States,US,2485,159,154,12902000,3200,51600,38700,619300,,2011,Aug,18,8,8/18/2011
783,ok,Neha Kakkar,14100000,2131548711,Music,149,India,IN,4624,110,134,25605000,6400,102400,76800,1200000,100000,2012,Oct,22,10,10/22/2012
784,ok,#Refugio Mental,14100000,3594936775,Entertainment,846,,,2218,,155,6942000,1700,27800,20800,333200,,2013,Aug,10,8,8/10/2013
785,corrupted,�������������������� ��������������������,14100000,3920221322,Entertainment,65,,,3999155,,,20351,5,81,61,977,132,2017,Aug,4,8,8/4/2017
786,ok,Trap City,14100000,5129529846,Music,3,Australia,AU,4032620,3671,7629,147,0.04,0.59,0.44,7,1,2015,Nov,4,11,11/4/2015
787,ok,Supercar Blondie,14100000,5405563355,Autos & Vehicles,855,United Arab Emirates,AE,1202,7,1,353259000,88300,1400000,1100000,17000000,500000,2007,Sep,12,9,9/12/2007
788,ok,Yudist Ardhana,14100000,6036496916,Entertainment,2854,Indonesia,ID,1029,27,154,176062000,44000,704200,528200,8500000,400000,2016,Jan,6,1,1/6/2016
789,ok,Lana Del Rey,14100000,6884215292,Music,43,United States,US,856,160,135,135563000,33900,542300,406700,6500000,200000,2011,May,5,5,5/5/2011
790,ok,MalumaVEVO,14100000,19013942981,Music,182,United States,US,138,160,135,98834000,24700,395300,296500,4700000,,2011,Jun,15,6,6/15/2011
791,ok,F2Freestylers - Ultimate Soccer Skills Channel,14100000,3280481927,Sports,777,United Kingdom,GB,2530,28,10,10222000,2600,40900,30700,490600,,2011,Apr,9,4,4/9/2011
792,ok,Bie The Ska,14100000,4627069704,Entertainment,1540,Thailand,TH,1531,14,155,12502000,3100,50000,37500,600100,100000,2006,Oct,3,10,10/3/2006
793,ok,AM3NlC,14000000,4959982720,Gaming,5757,Brazil,BR,1392,45,49,10210000,2600,40800,30600,490100,,2012,Dec,15,12,12/15/2012
794,ok,Narins Beauty,14000000,2214167846,Howto & Style,431,Sweden,SE,4325,3,156,13709000,3400,54800,41100,658000,,2014,Sep,24,9,9/24/2014
795,ok,TV Ana Emilia,14000000,4674164601,People & Blogs,651,Mexico,MX,1504,29,156,26783000,6700,107100,80300,1300000,100000,2014,Dec,30,12,12/30/2014
796,corrupted,������������,14000000,7719743112,Gaming,2210,Russia,RU,703,12,56,150570000,37600,602300,451700,7200000,200000,2013,Oct,26,10,10/26/2013
797,corrupted,Luli Pamp�,14000000,8623705301,Music,294,Spain,ES,579,15,136,201659000,50400,806600,605000,9700000,100000,2012,Dec,22,12,12/22/2012
798,ok,Gallina Pintadita,14000000,9660950823,Music,62,Mexico,MX,477,29,40,70626000,17700,282500,211900,3400000,,2011,Aug,2,8,8/2/2011
799,ok,ViralHog,14000000,18917687143,People & Blogs,41117,United States,US,136,159,3,1364000000,340900,5500000,4100000,65500000,1100000,2014,Aug,22,8,8/22/2014
800,ok,ETV Jabardasth,14000000,13542939513,People & Blogs,9652,India,IN,268,111,34,133584000,33400,534300,400800,6400000,100000,2015,Jul,14,7,7/14/2015
801,ok,Zee Telugu,14000000,12597067132,Entertainment,3,India,IN,4039216,4651,4603,7,0,0.03,0.02,0.34,,2007,Jan,31,1,1/31/2007
802,ok,Crescendo com Luluca,14000000,5094050461,Entertainment,1307,Brazil,BR,1327,44,48,68058000,17000,272200,204200,3300000,100000,2015,Aug,30,8,8/30/2015
803,ok,Jazzghost,13900000,5673347763,Gaming,5494,Brazil,BR,1140,46,57,106718000,26700,426900,320200,5100000,100000,2012,Aug,30,8,8/30/2012
804,ok,karameeshchannel,13900000,9106781518,Entertainment,2254,Jordan,JO,526,3,137,87639000,21900,350600,262900,4200000,100000,2012,Jan,18,1,1/18/2012
805,ok,Darkar Company Studios,13900000,2244318380,Film & Animation,183,United States,US,4234,161,35,4598000,1100,18400,13800,220700,,2009,Feb,15,2,2/15/2009
806,ok,Dental Digest,13900000,7450345720,People & Blogs,324,,,745,,50,231562000,57900,926200,694700,11100000,300000,2020,Aug,12,8,8/12/2020
807,ok,T-Series Regional,13900000,5217553897,Entertainment,15075,India,IN,1275,111,136,33484000,8400,133900,100500,1600000,100000,2011,Feb,14,2,2/14/2011
808,ok,ADEL et SAMI,13900000,5465532801,Entertainment,503,United States,US,1200,161,157,26883000,6700,107500,80600,1300000,,2018,Mar,12,3,3/12/2018
809,ok,Jamuna TV,13900000,12129583055,News & Politics,6,Bangladesh,BD,4056658,3776,6756,1,0,0,0,0.05,,2021,Feb,10,2,2/10/2021
810,ok,Atlantic Records,13900000,12513842343,Music,1660,United States,US,307,161,137,97284000,24300,389100,291900,4700000,100000,2006,Dec,15,12,12/15/2006
811,corrupted,�������� �� ������������,13900000,8451754769,,504,United States,US,600,161,50,114261000,28600,457000,342800,5500000,200000,2018,Oct,12,10,10/12/2018
812,ok,Veritasium,13900000,2165885634,Education,369,United States,US,4466,161,38,44149000,11000,176600,132400,2100000,200000,2010,Jul,21,7,7/21/2010
813,ok,Alexa Rivera,13900000,3193226072,Howto & Style,288,,,2613,,157,142760000,35700,571000,428300,6900000,300000,2010,Aug,21,8,8/21/2010
814,ok,Airrack,13800000,2224911030,Entertainment,173,United States,US,4285,161,157,99654000,24900,398600,299000,4800000,300000,2015,Jan,3,1,1/3/2015
815,ok,Hacksmith Industries,13800000,1820559912,Science & Technology,887,Canada,CA,5524,10,14,83943000,21000,335800,251800,4000000,100000,2006,Apr,20,4,4/20/2006
816,ok,JD Pantoja,13800000,1493776391,People & Blogs,16,,,7134,,138,13533000,3400,54100,40600,649600,100000,2017,Jun,5,6,6/5/2017
817,corrupted,��������/Atro,13800000,2480957682,Gaming,1952,Netherlands,NL,3690,4,58,55122000,13800,220500,165400,2600000,200000,2017,Jul,2,7,7/2/2017
818,ok,123 GO! Spanish,13800000,5019136690,People & Blogs,520,Mexico,MX,1361,30,28,26519000,6600,106100,79600,1300000,100000,2019,Mar,13,3,3/13/2019
819,ok,Geo News,13800000,5727888539,News & Politics,190093,Pakistan,PK,1127,6,21,100053000,25000,400200,300200,4800000,100000,2007,Jan,10,1,1/10/2007
820,ok,Kids TV India Hindi Nursery Rhymes,13800000,6646953396,Shows,1505,India,IN,898,112,38,78651000,19700,314600,236000,3800000,100000,2014,Nov,17,11,11/17/2014
821,ok,Think Music India,13800000,11039343563,Music,4978,India,IN,374,112,137,217106000,54300,868400,651300,10400000,200000,2009,Aug,15,8,8/15/2009
822,corrupted,O Que N������,13700000,1967930734,Comedy,696,Brazil,BR,5035,47,159,87804000,22000,351200,263400,4200000,200000,2015,Feb,6,2,2/6/2015
823,ok,Goldmines Premiere,13700000,1973638757,Entertainment,975,India,IN,5047,113,41,37648000,9400,150600,112900,1800000,100000,2013,Oct,12,10,10/12/2013
824,ok,MAIKI021,13700000,1950178163,Entertainment,3298,Brazil,BR,5135,47,159,7438000,1900,29800,22300,357000,,2008,Jan,22,1,1/22/2008
825,ok,The Vishal bhatt,13700000,9596430464,Comedy,1040,India,IN,487,113,36,379240000,94800,1500000,1100000,18200000,600000,2021,Aug,15,8,8/15/2021
826,ok,NishaMadhulika,13700000,2939201386,Howto & Style,2158,India,IN,2972,113,29,22235000,5600,88900,66700,1100000,100000,2009,Aug,2,8,8/2/2009
827,ok,MyMissAd,13700000,4963275018,People & Blogs,340,India,IN,1387,113,159,27882000,7000,111500,83600,1300000,,2014,Jul,22,7,7/22/2014
828,ok,FAPTV,13700000,5457203710,Comedy,863,Vietnam,VN,1205,3,36,35124000,8800,140500,105400,1700000,,2014,Feb,26,2,2/26/2014
829,corrupted,Wesley Safad�,13700000,8134379376,Music,438,Brazil,BR,631,47,139,64059000,16000,256200,192200,3100000,,2009,Jun,21,6,6/21/2009
830,ok,infobells,13700000,5178142148,Education,495,India,IN,1289,113,39,23893000,6000,95600,71700,1100000,100000,2011,Oct,20,10,10/20/2011
831,ok,Desi Gamers,13700000,2135195239,Gaming,1,,,4057849,,4183,5,0,0.02,0.02,0.24,,2020,Apr,14,4,4/14/2020
832,ok,Acenix,13600000,2122062016,Gaming,368,Spain,ES,4572,16,60,47436000,11900,189700,142300,2300000,200000,2014,Jan,2,1,1/2/2014
833,ok,Zeinab Harake,13600000,896891351,,273,Philippines,PH,13437,9,51,12088000,3000,48400,36300,580200,100000,2017,Oct,19,10,10/19/2017
834,ok,DALLMYD,13600000,1948925559,Sports,412,United States,US,5133,164,11,30677000,7700,122700,92000,1500000,100000,2011,Feb,1,2,2/1/2011
835,ok,Lindsey Stirling,13600000,3764608356,Music,199,United States,US,2084,163,139,15277000,3800,61100,45800,733300,100000,2007,May,20,5,5/20/2007
836,ok,JOJO TV - Hindi Stories,13600000,5141201173,Education,1097,India,IN,1303,114,42,10764000,2700,43100,32300,516700,100000,2016,Dec,25,12,12/25/2016
837,ok,BBC,13600000,9685060624,Pets & Animals,16047,United Kingdom,GB,474,29,160,44414000,11100,177700,133200,2100000,100000,2005,Nov,12,11,11/12/2005
838,ok,Saturday Night Live,13600000,14717282742,Entertainment,8335,United States,US,232,164,37,56626000,14200,226500,169900,2700000,,2013,Jul,23,7,7/23/2013
839,ok,BUDI01 GAMING,13500000,1181292450,Gaming,319,Indonesia,ID,9540,29,61,13436000,3400,53700,40300,644900,,2019,Jul,19,7,7/19/2019
840,ok,Typical Gamer,13500000,4301581610,Gaming,4312,Canada,CA,1716,11,61,32557000,8100,130200,97700,1600000,,2008,Aug,24,8,8/24/2008
841,ok,Anaysa,13500000,3445794123,Howto & Style,591,India,IN,2364,115,30,29706000,7400,118800,89100,1400000,,2012,Mar,10,3,3/10/2012
842,ok,JULIA GISELLA,13500000,5380132790,Entertainment,19,United Kingdom,GB,3767960,2492,3189,1615,0.4,6,5,78,130,2015,Mar,24,3,3/24/2015
843,ok,Awakening Music,13500000,5545936485,Music,814,United Kingdom,GB,1183,30,140,35309000,8800,141200,105900,1700000,100000,2006,Dec,25,12,12/25/2006
844,ok,Lady Diana,13500000,8265920659,Entertainment,1403,Ukraine,UA,620,4,52,75162000,18800,300600,225500,3600000,100000,2016,Mar,21,3,3/21/2016
845,ok,Sanjoy Das Official,13500000,3912334359,Entertainment,1793,India,IN,1954,114,60,179232000,44800,716900,537700,8600000,400000,2015,Apr,29,4,4/29/2015
846,ok,Woody & Kleiny,13500000,11717217293,Comedy,975,United Kingdom,GB,333,29,160,495561000,123900,2000000,1500000,23800000,400000,2013,Mar,30,3,3/30/2013
847,ok,Vijay Kumar Viner Vlogs,13500000,7958771872,Entertainment,1357,India,IN,663,116,162,109813000,27500,439300,329400,5300000,300000,2019,Mar,22,3,3/22/2019
848,ok,Conor Maynard,13500000,2750993392,Music,321,United States,US,3257,165,140,10787000,2700,43100,32400,517800,,2006,May,19,5,5/19/2006
849,ok,Wengie,13500000,1900272833,Howto & Style,462,United States,US,5297,165,30,1335000,334,5300,4000,64100,100000,2010,Sep,9,9,9/9/2010
850,ok,Vlad y Niki Show,13400000,4622628957,,477,United States,US,1537,166,162,92228000,23100,368900,276700,4400000,200000,2018,Nov,8,11,11/8/2018
851,ok,Codiscos,13400000,11789678655,Music,7356,Colombia,CO,330,9,140,228902000,57200,915600,686700,11000000,100000,2007,Feb,8,2,2/8/2007
852,corrupted,The World Adventures ������,13400000,2139769210,People & Blogs,1028,India,IN,4540,116,53,1043000,261,4200,3100,50100,,2016,Sep,9,9,9/9/2016
853,ok,Vibhu 96,13400000,20563378,,256,India,IN,342460,114,40,20264000,5100,81100,60800,972700,300000,2022,Jun,5,6,6/5/2022
854,ok,Blockbuster Movies,13400000,2650061211,Entertainment,0,India,IN,4057944,5589,,,0,0,0,0,,2017,Jul,4,7,7/4/2017
855,corrupted,ATHLEAN-X�,13400000,2319515787,Howto & Style,1349,United States,US,4039,166,31,14498000,3600,58000,43500,695900,,2006,Dec,16,12,12/16/2006
856,ok,My Mate Nate,13400000,3363634923,Comedy,1195,Thailand,TH,2436,15,162,41672000,10400,166700,125000,2000000,,2014,Dec,8,12,12/8/2014
